,inning,over,total_runs,player_dismissed,innings_wickets,innings_score,score_target,remaining_target,run_rate,required_run_rate,runrate_diff,city_type,team1_cat,team2_cat
718,2,4,5,0,2,22,159.0,137.0,5.5,8.5625,-3.0625,0,13,4
719,2,5,10,0,2,32,159.0,127.0,6.4,8.466666666666667,-2.0666666666666664,0,13,4
720,2,6,19,0,2,51,159.0,108.0,8.5,7.714285714285714,0.7857142857142856,0,13,4
721,2,7,2,0,2,53,159.0,106.0,7.571428571428571,8.153846153846153,-0.5824175824175821,0,13,4
722,2,8,4,0,2,57,159.0,102.0,7.125,8.5,-1.375,0,13,4
723,2,9,4,1,3,61,159.0,98.0,6.777777777777778,8.909090909090908,-2.1313131313131306,0,13,4
724,2,10,1,2,5,62,159.0,97.0,6.2,9.7,-3.499999999999999,0,13,4
725,2,11,1,0,5,63,159.0,96.0,5.7272727272727275,10.666666666666666,-4.939393939393939,0,13,4
726,2,12,4,0,5,67,159.0,92.0,5.583333333333333,11.5,-5.916666666666667,0,13,4
727,2,13,13,0,5,80,159.0,79.0,6.153846153846154,11.285714285714286,-5.131868131868132,0,13,4
728,2,14,4,1,6,84,159.0,75.0,6.0,12.5,-6.5,0,13,4
729,2,15,20,0,6,104,159.0,55.0,6.933333333333334,11.0,-4.066666666666666,0,13,4
730,2,16,21,0,6,125,159.0,34.0,7.8125,8.5,-0.6875,0,13,4
731,2,17,7,1,7,132,159.0,27.0,7.764705882352941,9.0,-1.2352941176470589,0,13,4
732,2,18,12,0,7,144,159.0,15.0,8.0,7.5,0.5,0,13,4
733,2,19,5,2,9,149,159.0,10.0,7.842105263157895,10.0,-2.1578947368421053,0,13,4
734,2,20,5,1,10,154,159.0,5.0,7.7,100.0,-92.3,0,13,4
735,1,1,8,0,0,8,-1.0,-1.0,8.0,-1.0,9.0,1,12,3
736,1,2,5,0,0,13,-1.0,-1.0,6.5,-1.0,7.5,1,12,3
737,1,3,12,0,0,25,-1.0,-1.0,8.333333333333334,-1.0,9.333333333333334,1,12,3
738,1,4,8,0,0,33,-1.0,-1.0,8.25,-1.0,9.25,1,12,3
739,1,5,3,0,0,36,-1.0,-1.0,7.2,-1.0,8.2,1,12,3
740,1,6,9,0,0,45,-1.0,-1.0,7.5,-1.0,8.5,1,12,3
741,1,7,9,0,0,54,-1.0,-1.0,7.714285714285714,-1.0,8.714285714285715,1,12,3
742,1,8,21,0,0,75,-1.0,-1.0,9.375,-1.0,10.375,1,12,3
743,1,9,8,0,0,83,-1.0,-1.0,9.222222222222221,-1.0,10.222222222222221,1,12,3
744,1,10,9,0,0,92,-1.0,-1.0,9.2,-1.0,10.2,1,12,3
745,1,11,17,0,0,109,-1.0,-1.0,9.909090909090908,-1.0,10.909090909090908,1,12,3
746,1,12,10,0,0,119,-1.0,-1.0,9.916666666666666,-1.0,10.916666666666666,1,12,3
747,1,13,6,1,1,125,-1.0,-1.0,9.615384615384615,-1.0,10.615384615384615,1,12,3
748,1,14,10,0,1,135,-1.0,-1.0,9.642857142857142,-1.0,10.642857142857142,1,12,3
749,1,15,18,0,1,153,-1.0,-1.0,10.2,-1.0,11.2,1,12,3
750,1,16,7,1,2,160,-1.0,-1.0,10.0,-1.0,11.0,1,12,3
751,1,17,6,0,2,166,-1.0,-1.0,9.764705882352942,-1.0,10.764705882352942,1,12,3
752,1,18,12,0,2,178,-1.0,-1.0,9.88888888888889,-1.0,10.88888888888889,1,12,3
753,1,19,18,0,2,196,-1.0,-1.0,10.31578947368421,-1.0,11.31578947368421,1,12,3
754,1,20,17,0,2,213,-1.0,-1.0,10.65,-1.0,11.65,1,12,3
755,2,1,1,0,0,1,213.0,212.0,1.0,11.157894736842104,-10.157894736842104,1,12,3
756,2,2,3,1,1,4,213.0,209.0,2.0,11.61111111111111,-9.61111111111111,1,12,3
757,2,3,19,0,1,23,213.0,190.0,7.666666666666667,11.176470588235293,-3.5098039215686265,1,12,3
758,2,4,14,1,2,37,213.0,176.0,9.25,11.0,-1.75,1,12,3
759,2,5,11,0,2,48,213.0,165.0,9.6,11.0,-1.4000000000000004,1,12,3
760,2,6,9,0,2,57,213.0,156.0,9.5,11.142857142857142,-1.6428571428571423,1,12,3
761,2,7,10,0,2,67,213.0,146.0,9.571428571428571,11.23076923076923,-1.6593406593406588,1,12,3
762,2,8,11,0,2,78,213.0,135.0,9.75,11.25,-1.5,1,12,3
763,2,9,17,0,2,95,213.0,118.0,10.555555555555555,10.727272727272727,-0.17171717171717127,1,12,3
764,2,10,8,1,3,103,213.0,110.0,10.3,11.0,-0.6999999999999993,1,12,3
765,2,11,3,1,4,106,213.0,107.0,9.636363636363637,11.88888888888889,-2.2525252525252526,1,12,3
766,2,12,1,0,4,107,213.0,106.0,8.916666666666666,13.25,-4.333333333333334,1,12,3
767,2,13,14,0,4,121,213.0,92.0,9.307692307692308,13.142857142857142,-3.835164835164834,1,12,3
768,2,14,13,0,4,134,213.0,79.0,9.571428571428571,13.166666666666666,-3.595238095238095,1,12,3
769,2,15,5,1,5,139,213.0,74.0,9.266666666666667,14.8,-5.533333333333333,1,12,3
770,2,16,7,0,5,146,213.0,67.0,9.125,16.75,-7.625,1,12,3
771,2,17,10,0,5,156,213.0,57.0,9.176470588235293,19.0,-9.823529411764707,1,12,3
772,2,18,11,1,6,167,213.0,46.0,9.277777777777779,23.0,-13.722222222222221,1,12,3
773,2,19,21,0,6,188,213.0,25.0,9.894736842105264,25.0,-15.105263157894736,1,12,3
774,2,20,4,1,7,192,213.0,21.0,9.6,100.0,-90.4,1,12,3
775,1,1,10,0,0,10,-1.0,-1.0,10.0,-1.0,11.0,0,13,2
776,1,2,2,1,1,12,-1.0,-1.0,6.0,-1.0,7.0,0,13,2
777,1,3,6,0,1,18,-1.0,-1.0,6.0,-1.0,7.0,0,13,2
778,1,4,10,0,1,28,-1.0,-1.0,7.0,-1.0,8.0,0,13,2
779,1,5,3,0,1,31,-1.0,-1.0,6.2,-1.0,7.2,0,13,2
780,1,6,8,0,1,39,-1.0,-1.0,6.5,-1.0,7.5,0,13,2
781,1,7,16,0,1,55,-1.0,-1.0,7.857142857142857,-1.0,8.857142857142858,0,13,2
782,1,8,9,0,1,64,-1.0,-1.0,8.0,-1.0,9.0,0,13,2
783,1,9,9,0,1,73,-1.0,-1.0,8.11111111111111,-1.0,9.11111111111111,0,13,2
784,1,10,7,0,1,80,-1.0,-1.0,8.0,-1.0,9.0,0,13,2
785,1,11,11,0,1,91,-1.0,-1.0,8.272727272727273,-1.0,9.272727272727273,0,13,2
786,1,12,7,0,1,98,-1.0,-1.0,8.166666666666666,-1.0,9.166666666666666,0,13,2
787,1,13,10,0,1,108,-1.0,-1.0,8.307692307692308,-1.0,9.307692307692308,0,13,2
788,1,14,19,0,1,127,-1.0,-1.0,9.071428571428571,-1.0,10.071428571428571,0,13,2
789,1,15,8,0,1,135,-1.0,-1.0,9.0,-1.0,10.0,0,13,2
790,1,16,13,0,1,148,-1.0,-1.0,9.25,-1.0,10.25,0,13,2
791,1,17,10,1,2,158,-1.0,-1.0,9.294117647058824,-1.0,10.294117647058824,0,13,2
792,1,18,12,0,2,170,-1.0,-1.0,9.444444444444445,-1.0,10.444444444444445,0,13,2
793,1,19,4,2,4,174,-1.0,-1.0,9.157894736842104,-1.0,10.157894736842104,0,13,2
794,1,20,17,0,4,191,-1.0,-1.0,9.55,-1.0,10.55,0,13,2
795,2,1,2,0,0,2,191.0,189.0,2.0,9.947368421052632,-7.947368421052632,0,13,2
796,2,2,13,1,1,15,191.0,176.0,7.5,9.777777777777779,-2.2777777777777786,0,13,2
797,2,3,9,0,1,24,191.0,167.0,8.0,9.823529411764707,-1.8235294117647065,0,13,2
798,2,4,8,0,1,32,191.0,159.0,8.0,9.9375,-1.9375,0,13,2
799,2,5,15,0,1,47,191.0,144.0,9.4,9.6,-0.1999999999999993,0,13,2
800,2,6,9,0,1,56,191.0,135.0,9.333333333333334,9.642857142857142,-0.3095238095238084,0,13,2
801,2,7,5,0,1,61,191.0,130.0,8.714285714285714,10.0,-1.2857142857142865,0,13,2
802,2,8,14,0,1,75,191.0,116.0,9.375,9.666666666666666,-0.2916666666666661,0,13,2
803,2,9,5,0,1,80,191.0,111.0,8.88888888888889,10.090909090909092,-1.2020202020202024,0,13,2
804,2,10,7,2,3,87,191.0,104.0,8.7,10.4,-1.700000000000001,0,13,2
805,2,11,3,0,3,90,191.0,101.0,8.181818181818182,11.222222222222221,-3.0404040404040398,0,13,2
806,2,12,5,0,3,95,191.0,96.0,7.916666666666667,12.0,-4.083333333333333,0,13,2
807,2,13,10,0,3,105,191.0,86.0,8.076923076923077,12.285714285714286,-4.20879120879121,0,13,2
808,2,14,6,1,4,111,191.0,80.0,7.928571428571429,13.333333333333334,-5.404761904761905,0,13,2
809,2,15,16,0,4,127,191.0,64.0,8.466666666666667,12.8,-4.333333333333334,0,13,2
810,2,16,8,0,4,135,191.0,56.0,8.4375,14.0,-5.5625,0,13,2
811,2,17,10,0,4,145,191.0,46.0,8.529411764705882,15.333333333333334,-6.803921568627452,0,13,2
812,2,18,13,0,4,158,191.0,33.0,8.777777777777779,16.5,-7.722222222222221,0,13,2
813,2,19,10,0,4,168,191.0,23.0,8.842105263157896,23.0,-14.157894736842104,0,13,2
814,2,20,8,1,5,176,191.0,15.0,8.8,100.0,-91.2,0,13,2
815,1,1,8,0,0,8,-1.0,-1.0,8.0,-1.0,9.0,3,4,7
816,1,2,7,0,0,15,-1.0,-1.0,7.5,-1.0,8.5,3,4,7
817,1,3,11,0,0,26,-1.0,-1.0,8.666666666666666,-1.0,9.666666666666666,3,4,7
818,1,4,6,0,0,32,-1.0,-1.0,8.0,-1.0,9.0,3,4,7
819,1,5,7,0,0,39,-1.0,-1.0,7.8,-1.0,8.8,3,4,7
820,1,6,7,1,1,46,-1.0,-1.0,7.666666666666667,-1.0,8.666666666666668,3,4,7
821,1,7,6,0,1,52,-1.0,-1.0,7.428571428571429,-1.0,8.428571428571429,3,4,7
822,1,8,6,0,1,58,-1.0,-1.0,7.25,-1.0,8.25,3,4,7
823,1,9,5,0,1,63,-1.0,-1.0,7.0,-1.0,8.0,3,4,7
824,1,10,6,0,1,69,-1.0,-1.0,6.9,-1.0,7.9,3,4,7
825,1,11,11,1,2,80,-1.0,-1.0,7.2727272727272725,-1.0,8.272727272727273,3,4,7
826,1,12,11,0,2,91,-1.0,-1.0,7.583333333333333,-1.0,8.583333333333332,3,4,7
827,1,13,9,0,2,100,-1.0,-1.0,7.6923076923076925,-1.0,8.692307692307693,3,4,7
828,1,14,11,0,2,111,-1.0,-1.0,7.928571428571429,-1.0,8.928571428571429,3,4,7
829,1,15,28,0,2,139,-1.0,-1.0,9.266666666666667,-1.0,10.266666666666667,3,4,7
830,1,16,22,0,2,161,-1.0,-1.0,10.0625,-1.0,11.0625,3,4,7
831,1,17,4,1,3,165,-1.0,-1.0,9.705882352941176,-1.0,10.705882352941176,3,4,7
832,1,18,5,1,4,170,-1.0,-1.0,9.444444444444445,-1.0,10.444444444444445,3,4,7
833,1,19,10,0,4,180,-1.0,-1.0,9.473684210526315,-1.0,10.473684210526315,3,4,7
834,1,20,18,0,4,198,-1.0,-1.0,9.9,-1.0,10.9,3,4,7
835,2,1,10,0,0,10,198.0,188.0,10.0,9.894736842105264,0.10526315789473628,3,4,7
836,2,2,11,0,0,21,198.0,177.0,10.5,9.833333333333334,0.6666666666666661,3,4,7
837,2,3,13,0,0,34,198.0,164.0,11.333333333333334,9.647058823529411,1.6862745098039227,3,4,7
838,2,4,17,0,0,51,198.0,147.0,12.75,9.1875,3.5625,3,4,7
839,2,5,17,0,0,68,198.0,130.0,13.6,8.666666666666666,4.933333333333334,3,4,7
840,2,6,14,1,1,82,198.0,116.0,13.666666666666666,8.285714285714286,5.38095238095238,3,4,7
841,2,7,5,0,1,87,198.0,111.0,12.428571428571429,8.538461538461538,3.8901098901098905,3,4,7
842,2,8,14,0,1,101,198.0,97.0,12.625,8.083333333333334,4.541666666666666,3,4,7
843,2,9,16,0,1,117,198.0,81.0,13.0,7.363636363636363,5.636363636363637,3,4,7
844,2,10,6,0,1,123,198.0,75.0,12.3,7.5,4.800000000000001,3,4,7
845,2,11,11,0,1,134,198.0,64.0,12.181818181818182,7.111111111111111,5.070707070707071,3,4,7
846,2,12,16,0,1,150,198.0,48.0,12.5,6.0,6.5,3,4,7
847,2,13,16,0,1,166,198.0,32.0,12.76923076923077,4.571428571428571,8.197802197802199,3,4,7
848,2,14,4,1,2,170,198.0,28.0,12.142857142857142,4.666666666666667,7.476190476190475,3,4,7
849,2,15,21,0,2,191,198.0,7.0,12.733333333333333,1.4,11.333333333333332,3,4,7
850,2,16,8,0,2,199,198.0,-1.0,12.4375,-1.0,13.4375,3,4,7
851,1,1,12,0,0,12,-1.0,-1.0,12.0,-1.0,13.0,0,6,3
852,1,2,17,0,0,29,-1.0,-1.0,14.5,-1.0,15.5,0,6,3
853,1,3,15,0,0,44,-1.0,-1.0,14.666666666666666,-1.0,15.666666666666666,0,6,3
854,1,4,3,1,1,47,-1.0,-1.0,11.75,-1.0,12.75,0,6,3
855,1,5,10,0,1,57,-1.0,-1.0,11.4,-1.0,12.4,0,6,3
856,1,6,8,0,1,65,-1.0,-1.0,10.833333333333334,-1.0,11.833333333333334,0,6,3
857,1,7,6,0,1,71,-1.0,-1.0,10.142857142857142,-1.0,11.142857142857142,0,6,3
858,1,8,6,0,1,77,-1.0,-1.0,9.625,-1.0,10.625,0,6,3
859,1,9,11,0,1,88,-1.0,-1.0,9.777777777777779,-1.0,10.777777777777779,0,6,3
860,1,10,8,0,1,96,-1.0,-1.0,9.6,-1.0,10.6,0,6,3
861,1,11,13,0,1,109,-1.0,-1.0,9.909090909090908,-1.0,10.909090909090908,0,6,3
862,1,12,7,1,2,116,-1.0,-1.0,9.666666666666666,-1.0,10.666666666666666,0,6,3
863,1,13,6,0,2,122,-1.0,-1.0,9.384615384615385,-1.0,10.384615384615385,0,6,3
864,1,14,10,0,2,132,-1.0,-1.0,9.428571428571429,-1.0,10.428571428571429,0,6,3
865,1,15,9,0,2,141,-1.0,-1.0,9.4,-1.0,10.4,0,6,3
866,1,16,8,0,2,149,-1.0,-1.0,9.3125,-1.0,10.3125,0,6,3
867,1,17,5,0,2,154,-1.0,-1.0,9.058823529411764,-1.0,10.058823529411764,0,6,3
868,1,18,14,0,2,168,-1.0,-1.0,9.333333333333334,-1.0,10.333333333333334,0,6,3
869,1,19,12,1,3,180,-1.0,-1.0,9.473684210526315,-1.0,10.473684210526315,0,6,3
870,1,20,7,2,5,187,-1.0,-1.0,9.35,-1.0,10.35,0,6,3
871,2,1,9,0,0,9,187.0,178.0,9.0,9.368421052631579,-0.36842105263157876,0,6,3
872,2,2,16,0,0,25,187.0,162.0,12.5,9.0,3.5,0,6,3
873,2,3,15,0,0,40,187.0,147.0,13.333333333333334,8.647058823529411,4.686274509803923,0,6,3
874,2,4,16,1,1,56,187.0,131.0,14.0,8.1875,5.8125,0,6,3
875,2,5,6,0,1,62,187.0,125.0,12.4,8.333333333333334,4.066666666666666,0,6,3
876,2,6,10,0,1,72,187.0,115.0,12.0,8.214285714285714,3.7857142857142865,0,6,3
877,2,7,7,1,2,79,187.0,108.0,11.285714285714286,8.307692307692308,2.978021978021978,0,6,3
878,2,8,4,1,3,83,187.0,104.0,10.375,8.666666666666666,1.708333333333334,0,6,3
879,2,9,13,0,3,96,187.0,91.0,10.666666666666666,8.272727272727273,2.3939393939393927,0,6,3
880,2,10,3,0,3,99,187.0,88.0,9.9,8.8,1.0999999999999996,0,6,3
881,2,11,11,0,3,110,187.0,77.0,10.0,8.555555555555555,1.4444444444444446,0,6,3
882,2,12,9,1,4,119,187.0,68.0,9.916666666666666,8.5,1.416666666666666,0,6,3
883,2,13,5,1,5,124,187.0,63.0,9.538461538461538,9.0,0.5384615384615383,0,6,3
884,2,14,9,0,5,133,187.0,54.0,9.5,9.0,0.5,0,6,3
885,2,15,13,0,5,146,187.0,41.0,9.733333333333333,8.2,1.5333333333333332,0,6,3
886,2,16,9,0,5,155,187.0,32.0,9.6875,8.0,1.6875,0,6,3
887,2,17,16,0,5,171,187.0,16.0,10.058823529411764,5.333333333333333,4.7254901960784315,0,6,3
888,2,18,12,1,6,183,187.0,4.0,10.166666666666666,2.0,8.166666666666666,0,6,3
889,2,19,5,0,6,188,187.0,-1.0,9.894736842105264,-1.0,10.894736842105264,0,6,3
890,1,1,8,0,0,8,-1.0,-1.0,8.0,-1.0,9.0,0,7,2
891,1,2,12,0,0,20,-1.0,-1.0,10.0,-1.0,11.0,0,7,2
892,1,3,9,0,0,29,-1.0,-1.0,9.666666666666666,-1.0,10.666666666666666,0,7,2
893,1,4,8,1,1,37,-1.0,-1.0,9.25,-1.0,10.25,0,7,2
894,1,5,10,0,1,47,-1.0,-1.0,9.4,-1.0,10.4,0,7,2
895,1,6,1,1,2,48,-1.0,-1.0,8.0,-1.0,9.0,0,7,2
896,1,7,8,0,2,56,-1.0,-1.0,8.0,-1.0,9.0,0,7,2
897,1,8,4,1,3,60,-1.0,-1.0,7.5,-1.0,8.5,0,7,2
898,1,9,1,1,4,61,-1.0,-1.0,6.777777777777778,-1.0,7.777777777777778,0,7,2
899,1,10,7,0,4,68,-1.0,-1.0,6.8,-1.0,7.8,0,7,2
900,1,11,6,0,4,74,-1.0,-1.0,6.7272727272727275,-1.0,7.7272727272727275,0,7,2
901,1,12,8,0,4,82,-1.0,-1.0,6.833333333333333,-1.0,7.833333333333333,0,7,2
902,1,13,2,1,5,84,-1.0,-1.0,6.461538461538462,-1.0,7.461538461538462,0,7,2
903,1,14,10,0,5,94,-1.0,-1.0,6.714285714285714,-1.0,7.714285714285714,0,7,2
904,1,15,8,0,5,102,-1.0,-1.0,6.8,-1.0,7.8,0,7,2
905,1,16,8,0,5,110,-1.0,-1.0,6.875,-1.0,7.875,0,7,2
906,1,17,10,0,5,120,-1.0,-1.0,7.0588235294117645,-1.0,8.058823529411764,0,7,2
907,1,18,3,1,6,123,-1.0,-1.0,6.833333333333333,-1.0,7.833333333333333,0,7,2
908,1,19,9,1,7,132,-1.0,-1.0,6.947368421052632,-1.0,7.947368421052632,0,7,2
909,1,20,10,1,8,142,-1.0,-1.0,7.1,-1.0,8.1,0,7,2
910,2,1,9,1,1,9,142.0,133.0,9.0,7.0,2.0,0,7,2
911,2,2,5,1,2,14,142.0,128.0,7.0,7.111111111111111,-0.11111111111111072,0,7,2
912,2,3,5,0,2,19,142.0,123.0,6.333333333333333,7.235294117647059,-0.9019607843137258,0,7,2
913,2,4,2,2,4,21,142.0,121.0,5.25,7.5625,-2.3125,0,7,2
914,2,5,0,0,4,21,142.0,121.0,4.2,8.066666666666666,-3.8666666666666663,0,7,2
915,2,6,2,1,5,23,142.0,119.0,3.8333333333333335,8.5,-4.666666666666666,0,7,2
916,2,7,5,1,6,28,142.0,114.0,4.0,8.76923076923077,-4.76923076923077,0,7,2
917,2,8,6,0,6,34,142.0,108.0,4.25,9.0,-4.75,0,7,2
918,2,9,10,0,6,44,142.0,98.0,4.888888888888889,8.909090909090908,-4.020202020202019,0,7,2
919,2,10,13,0,6,57,142.0,85.0,5.7,8.5,-2.8,0,7,2
920,2,11,10,0,6,67,142.0,75.0,6.090909090909091,8.333333333333334,-2.242424242424243,0,7,2
921,2,12,2,0,6,69,142.0,73.0,5.75,9.125,-3.375,0,7,2
922,2,13,9,0,6,78,142.0,64.0,6.0,9.142857142857142,-3.1428571428571423,0,7,2
923,2,14,5,0,6,83,142.0,59.0,5.928571428571429,9.833333333333334,-3.904761904761905,0,7,2
924,2,15,8,0,6,91,142.0,51.0,6.066666666666666,10.2,-4.133333333333333,0,7,2
925,2,16,6,0,6,97,142.0,45.0,6.0625,11.25,-5.1875,0,7,2
926,2,17,4,0,6,101,142.0,41.0,5.9411764705882355,13.666666666666666,-7.725490196078431,0,7,2
927,2,18,12,0,6,113,142.0,29.0,6.277777777777778,14.5,-8.222222222222221,0,7,2
928,2,19,5,1,7,118,142.0,24.0,6.2105263157894735,24.0,-17.789473684210527,0,7,2
929,2,20,10,0,7,128,142.0,14.0,6.4,100.0,-93.6,0,7,2
930,1,1,7,0,0,7,-1.0,-1.0,7.0,-1.0,8.0,1,13,10
931,1,2,5,0,0,12,-1.0,-1.0,6.0,-1.0,7.0,1,13,10
932,1,3,8,0,0,20,-1.0,-1.0,6.666666666666667,-1.0,7.666666666666667,1,13,10
933,1,4,8,0,0,28,-1.0,-1.0,7.0,-1.0,8.0,1,13,10
934,1,5,6,0,0,34,-1.0,-1.0,6.8,-1.0,7.8,1,13,10
935,1,6,11,0,0,45,-1.0,-1.0,7.5,-1.0,8.5,1,13,10
936,1,7,8,0,0,53,-1.0,-1.0,7.571428571428571,-1.0,8.571428571428571,1,13,10
937,1,8,2,0,0,55,-1.0,-1.0,6.875,-1.0,7.875,1,13,10
938,1,9,2,1,1,57,-1.0,-1.0,6.333333333333333,-1.0,7.333333333333333,1,13,10
939,1,10,8,0,1,65,-1.0,-1.0,6.5,-1.0,7.5,1,13,10
940,1,11,5,0,1,70,-1.0,-1.0,6.363636363636363,-1.0,7.363636363636363,1,13,10
941,1,12,13,0,1,83,-1.0,-1.0,6.916666666666667,-1.0,7.916666666666667,1,13,10
942,1,13,2,1,2,85,-1.0,-1.0,6.538461538461538,-1.0,7.538461538461538,1,13,10
943,1,14,12,0,2,97,-1.0,-1.0,6.928571428571429,-1.0,7.928571428571429,1,13,10
944,1,15,16,0,2,113,-1.0,-1.0,7.533333333333333,-1.0,8.533333333333333,1,13,10
945,1,16,9,0,2,122,-1.0,-1.0,7.625,-1.0,8.625,1,13,10
946,1,17,12,1,3,134,-1.0,-1.0,7.882352941176471,-1.0,8.882352941176471,1,13,10
947,1,18,12,0,3,146,-1.0,-1.0,8.11111111111111,-1.0,9.11111111111111,1,13,10
948,1,19,15,0,3,161,-1.0,-1.0,8.473684210526315,-1.0,9.473684210526315,1,13,10
949,1,20,15,0,3,176,-1.0,-1.0,8.8,-1.0,9.8,1,13,10
950,2,1,1,0,0,1,176.0,175.0,1.0,9.210526315789474,-8.210526315789474,1,13,10
951,2,2,4,0,0,5,176.0,171.0,2.5,9.5,-7.0,1,13,10
952,2,3,10,0,0,15,176.0,161.0,5.0,9.470588235294118,-4.470588235294118,1,13,10
953,2,4,9,1,1,24,176.0,152.0,6.0,9.5,-3.5,1,13,10
954,2,5,13,0,1,37,176.0,139.0,7.4,9.266666666666667,-1.8666666666666671,1,13,10
955,2,6,18,0,1,55,176.0,121.0,9.166666666666666,8.642857142857142,0.5238095238095237,1,13,10
956,2,7,3,0,1,58,176.0,118.0,8.285714285714286,9.076923076923077,-0.7912087912087902,1,13,10
957,2,8,3,0,1,61,176.0,115.0,7.625,9.583333333333334,-1.958333333333334,1,13,10
958,2,9,7,0,1,68,176.0,108.0,7.555555555555555,9.818181818181818,-2.262626262626263,1,13,10
959,2,10,15,0,1,83,176.0,93.0,8.3,9.3,-1.0,1,13,10
960,2,11,4,1,2,87,176.0,89.0,7.909090909090909,9.88888888888889,-1.9797979797979801,1,13,10
961,2,12,4,0,2,91,176.0,85.0,7.583333333333333,10.625,-3.041666666666667,1,13,10
962,2,13,7,0,2,98,176.0,78.0,7.538461538461538,11.142857142857142,-3.604395604395604,1,13,10
963,2,14,3,1,3,101,176.0,75.0,7.214285714285714,12.5,-5.285714285714286,1,13,10
964,2,15,14,0,3,115,176.0,61.0,7.666666666666667,12.2,-4.533333333333332,1,13,10
965,2,16,6,0,3,121,176.0,55.0,7.5625,13.75,-6.1875,1,13,10
966,2,17,9,1,4,130,176.0,46.0,7.647058823529412,15.333333333333334,-7.686274509803922,1,13,10
967,2,18,17,0,4,147,176.0,29.0,8.166666666666666,14.5,-6.333333333333334,1,13,10
968,2,19,19,0,4,166,176.0,10.0,8.736842105263158,10.0,-1.2631578947368425,1,13,10
969,2,20,13,0,4,179,176.0,-3.0,8.95,100.0,-91.05,1,13,10
970,1,1,11,0,0,11,-1.0,-1.0,11.0,-1.0,12.0,1,4,3
971,1,2,5,1,1,16,-1.0,-1.0,8.0,-1.0,9.0,1,4,3
972,1,3,6,0,1,22,-1.0,-1.0,7.333333333333333,-1.0,8.333333333333332,1,4,3
973,1,4,3,0,1,25,-1.0,-1.0,6.25,-1.0,7.25,1,4,3
974,1,5,11,0,1,36,-1.0,-1.0,7.2,-1.0,8.2,1,4,3
975,1,6,14,0,1,50,-1.0,-1.0,8.333333333333334,-1.0,9.333333333333334,1,4,3
976,1,7,3,0,1,53,-1.0,-1.0,7.571428571428571,-1.0,8.571428571428571,1,4,3
977,1,8,14,0,1,67,-1.0,-1.0,8.375,-1.0,9.375,1,4,3
978,1,9,13,0,1,80,-1.0,-1.0,8.88888888888889,-1.0,9.88888888888889,1,4,3
979,1,10,8,1,2,88,-1.0,-1.0,8.8,-1.0,9.8,1,4,3
980,1,11,3,0,2,91,-1.0,-1.0,8.272727272727273,-1.0,9.272727272727273,1,4,3
981,1,12,13,0,2,104,-1.0,-1.0,8.666666666666666,-1.0,9.666666666666666,1,4,3
982,1,13,10,0,2,114,-1.0,-1.0,8.76923076923077,-1.0,9.76923076923077,1,4,3
983,1,14,14,1,3,128,-1.0,-1.0,9.142857142857142,-1.0,10.142857142857142,1,4,3
984,1,15,7,1,4,135,-1.0,-1.0,9.0,-1.0,10.0,1,4,3
985,1,16,8,0,4,143,-1.0,-1.0,8.9375,-1.0,9.9375,1,4,3
986,1,17,9,0,4,152,-1.0,-1.0,8.941176470588236,-1.0,9.941176470588236,1,4,3
987,1,18,6,1,5,158,-1.0,-1.0,8.777777777777779,-1.0,9.777777777777779,1,4,3
988,1,19,18,1,6,176,-1.0,-1.0,9.263157894736842,-1.0,10.263157894736842,1,4,3
989,1,20,12,1,7,188,-1.0,-1.0,9.4,-1.0,10.4,1,4,3
990,2,1,6,1,1,6,188.0,182.0,6.0,9.578947368421053,-3.578947368421053,1,4,3
991,2,2,8,0,1,14,188.0,174.0,7.0,9.666666666666666,-2.666666666666666,1,4,3
992,2,3,11,0,1,25,188.0,163.0,8.333333333333334,9.588235294117647,-1.2549019607843128,1,4,3
993,2,4,11,0,1,36,188.0,152.0,9.0,9.5,-0.5,1,4,3
994,2,5,7,0,1,43,188.0,145.0,8.6,9.666666666666666,-1.0666666666666664,1,4,3
995,2,6,7,1,2,50,188.0,138.0,8.333333333333334,9.857142857142858,-1.5238095238095237,1,4,3
996,2,7,8,0,2,58,188.0,130.0,8.285714285714286,10.0,-1.7142857142857135,1,4,3
997,2,8,5,0,2,63,188.0,125.0,7.875,10.416666666666666,-2.541666666666666,1,4,3
998,2,9,7,1,3,70,188.0,118.0,7.777777777777778,10.727272727272727,-2.949494949494949,1,4,3
999,2,10,12,0,3,82,188.0,106.0,8.2,10.6,-2.4000000000000004,1,4,3
1000,2,11,8,0,3,90,188.0,98.0,8.181818181818182,10.88888888888889,-2.7070707070707076,1,4,3
1001,2,12,5,1,4,95,188.0,93.0,7.916666666666667,11.625,-3.708333333333333,1,4,3
1002,2,13,7,1,5,102,188.0,86.0,7.846153846153846,12.285714285714286,-4.439560439560441,1,4,3
1003,2,14,4,1,6,106,188.0,82.0,7.571428571428571,13.666666666666666,-6.095238095238095,1,4,3
1004,2,15,15,0,6,121,188.0,67.0,8.066666666666666,13.4,-5.333333333333334,1,4,3
1005,2,16,7,0,6,128,188.0,60.0,8.0,15.0,-7.0,1,4,3
1006,2,17,14,1,7,142,188.0,46.0,8.352941176470589,15.333333333333334,-6.980392156862745,1,4,3
1007,2,18,6,0,7,148,188.0,40.0,8.222222222222221,20.0,-11.777777777777779,1,4,3
